ChEMBL ID,Receptor,Species,Purchasable,No. records,Assay type,Min.,Average,Max.,Unit,Mol. weight,Rot. Bonds,H don,H acc,LogP,Smiles,,,,,
CHEMBL4090871,157787,0,None,-,1,Human,7.0,pEC50,=,7.0,Functional,PositiveallostericmodulationofhumanM4receptorexpressedinCHOcellsco-expressingGqi5assessedasincreaseinacetylcholine-inducedcalciummobilizationPositiveallostericmodulationofhumanM4receptorexpressedinCHOcellsco-expressingGqi5assessedasincreaseinacetylcholine-inducedcalciummobilization,ChEMBL,354,3,2,7,1.9,Cc1nnc2sc(C(=O)NC3CN(c4ccccn4)C3)c(N)c2c1C,10.1016/j.bmcl.2017.05.014
89777104,158431,0,None,-,1,Human,7.0,pEC50,=,7.0,Functional,PositiveallostericmodulationofhumanM4receptorexpressedinCHOcellscoexpressingGqi5assessedasincreaseinacetylcholine-inducedcalciummobilizationPositiveallostericmodulationofhumanM4receptorexpressedinCHOcellscoexpressingGqi5assessedasincreaseinacetylcholine-inducedcalciummobilization,ChEMBL,389,4,2,6,3.9,Cc1nnc2sc(C(=O)NCc3ccc(-c4cccnc4)cc3)c(N)c2c1C,10.1016/j.bmcl.2017.04.043
CHEMBL4097819,158431,0,None,-,1,Human,7.0,pEC50,=,7.0,Functional,PositiveallostericmodulationofhumanM4receptorexpressedinCHOcellscoexpressingGqi5assessedasincreaseinacetylcholine-inducedcalciummobilizationPositiveallostericmodulationofhumanM4receptorexpressedinCHOcellscoexpressingGqi5assessedasincreaseinacetylcholine-inducedcalciummobilization,ChEMBL,389,4,2,6,3.9,Cc1nnc2sc(C(=O)NCc3ccc(-c4cccnc4)cc3)c(N)c2c1C,10.1016/j.bmcl.2017.04.043
53382504,85819,0,None,-,1,Human,7.0,pEC50,=,7.0,Functional,PositiveallostericmodulationofhumanmuscarinicM4receptorexpressedinCHO-K1cellsassessedasleftwardshiftinacetylcholineresponsetreatedfor144secspriortoacetylcholineadditionmeasuredfor5minsbyFluo-4-AMbasedcalciummobilizationassayPositiveallostericmodulationofhumanmuscarinicM4receptorexpressedinCHO-K1cellsassessedasleftwardshiftinacetylcholineresponsetreatedfor144secspriortoacetylcholineadditionmeasuredfor5minsbyFluo-4-AMbasedcalciummobilizationassay,ChEMBL,359,3,2,4,4.4,Cc1ccc(CNC(=O)c2sc3nc(C)c(Cl)c(C)c3c2N)cc1,10.1016/j.bmcl.2012.10.073
CHEMBL2313395,85819,0,None,-,1,Human,7.0,pEC50,=,7.0,Functional,PositiveallostericmodulationofhumanmuscarinicM4receptorexpressedinCHO-K1cellsassessedasleftwardshiftinacetylcholineresponsetreatedfor144secspriortoacetylcholineadditionmeasuredfor5minsbyFluo-4-AMbasedcalciummobilizationassayPositiveallostericmodulationofhumanmuscarinicM4receptorexpressedinCHO-K1cellsassessedasleftwardshiftinacetylcholineresponsetreatedfor144secspriortoacetylcholineadditionmeasuredfor5minsbyFluo-4-AMbasedcalciummobilizationassay,ChEMBL,359,3,2,4,4.4,Cc1ccc(CNC(=O)c2sc3nc(C)c(Cl)c(C)c3c2N)cc1,10.1016/j.bmcl.2012.10.073
155539719,172153,0,None,3,2,Human,7.0,pEC50,=,7.0,Functional,PositiveallostericmodulationactivityathumanM4receptorexpressedinCHOcellsco-expressingGqi5proteinassessedaspotentiationofEC20acetylcholine-inducedresponsebycalciummobilizationassayPositiveallostericmodulationactivityathumanM4receptorexpressedinCHOcellsco-expressingGqi5proteinassessedaspotentiationofEC20acetylcholine-inducedresponsebycalciummobilizationassay,ChEMBL,284,2,1,6,2.5,Cc1nnc2sc(C(=O)c3cccnc3)c(N)c2c1C,10.1016/j.bmcl.2016.07.042
CHEMBL4515326,172153,0,None,3,2,Human,7.0,pEC50,=,7.0,Functional,PositiveallostericmodulationactivityathumanM4receptorexpressedinCHOcellsco-expressingGqi5proteinassessedaspotentiationofEC20acetylcholine-inducedresponsebycalciummobilizationassayPositiveallostericmodulationactivityathumanM4receptorexpressedinCHOcellsco-expressingGqi5proteinassessedaspotentiationofEC20acetylcholine-inducedresponsebycalciummobilizationassay,ChEMBL,284,2,1,6,2.5,Cc1nnc2sc(C(=O)c3cccnc3)c(N)c2c1C,10.1016/j.bmcl.2016.07.042
155564640,174792,0,None,3,2,Human,7.0,pEC50,=,7.0,Functional,PositiveallostericmodulationactivityathumanM4receptorexpressedinCHOcellsco-expressingGqi5proteinassessedaspotentiationofEC20acetylcholine-inducedresponsebycalciummobilizationassayPositiveallostericmodulationactivityathumanM4receptorexpressedinCHOcellsco-expressingGqi5proteinassessedaspotentiationofEC20acetylcholine-inducedresponsebycalciummobilizationassay,ChEMBL,317,2,1,5,3.8,Cc1nc2sc(C(=O)c3cccnc3)c(N)c2c(C)c1Cl,10.1016/j.bmcl.2016.07.042
CHEMBL4577985,174792,0,None,3,2,Human,7.0,pEC50,=,7.0,Functional,PositiveallostericmodulationactivityathumanM4receptorexpressedinCHOcellsco-expressingGqi5proteinassessedaspotentiationofEC20acetylcholine-inducedresponsebycalciummobilizationassayPositiveallostericmodulationactivityathumanM4receptorexpressedinCHOcellsco-expressingGqi5proteinassessedaspotentiationofEC20acetylcholine-inducedresponsebycalciummobilizationassay,ChEMBL,317,2,1,5,3.8,Cc1nc2sc(C(=O)c3cccnc3)c(N)c2c(C)c1Cl,10.1016/j.bmcl.2016.07.042
53382504,85819,0,None,-,1,Human,7.0,pEC50,=,7.0,Functional,PositiveallostericmodulationofhumanmuscarinicM4receptorexpressedinCHO-K1cellsassessedasleftwardshiftinacetylcholineresponsetreatedfor144secspriortoacetylcholineadditionmeasuredfor5minsbyFluo-4-AMbasedcalciummobilizationassayPositiveallostericmodulationofhumanmuscarinicM4receptorexpressedinCHO-K1cellsassessedasleftwardshiftinacetylcholineresponsetreatedfor144secspriortoacetylcholineadditionmeasuredfor5minsbyFluo-4-AMbasedcalciummobilizationassay,ChEMBL,359,3,2,4,4.4,Cc1ccc(CNC(=O)c2sc3nc(C)c(Cl)c(C)c3c2N)cc1,10.1016/j.bmcl.2012.10.073
